kmage;mileage;price_rub;price_usd;vol;power;fuel
0;0;979000;13324,3100;1,6;82;Бензин
0;0;938000;12766,3000;1,6;82;Бензин
0;0;969504;13195,0700;1,6;82;Бензин
0;0;970000;13201,8200;1,6;102;Бензин
0;0;917971;12493,7000;1,6;113;Бензин
0;0;896000;12194,6700;1,6;82;Бензин
0;0;1039000;14140,9200;1,6;102;Бензин
0;0;896000;12194,6700;1,6;82;Бензин
0;0;970000;13201,8200;1,6;102;Бензин
0;0;686600;9344,7100;1,6;102;Бензин
0;0;1049000;14277,0200;1,6;102;Бензин
0;0;896000;12194,6700;1,6;82;Бензин
0;0;970000;13201,8200;1,6;102;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;881000;11990,5200;1,6;113;Бензин
0;0;970000;13201,8200;1,6;102;Бензин
0;0;1019000;13868,7200;1,6;113;Бензин
0;0;1019000;13868,7200;1,6;113;Бензин
0;0;950000;12929,6200;1,6;113;Бензин
0;0;601600;8187,8500;1,6;82;Бензин
0;0;979000;13324,3100;1,6;82;Бензин
0;0;720600;9807,4600;1,6;102;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
48965;30425;820000;11160,3000;1,6;113;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
0;0;916000;12466,8800;1,6;113;Бензин
0;0;588300;8006,8400;1,6;82;Бензин
0;0;658300;8959,5500;1,6;113;Бензин
55729;34628;629000;8560,7700;1,6;102;Бензин
0;0;776400;10566,9000;1,6;113;Бензин
0;0;622300;8469,5800;1,6;82;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;601600;8187,8500;1,6;82;Бензин
0;0;662300;9013,9900;1,6;113;Бензин
0;0;887000;12072,1800;1,6;82;Бензин
0;0;927000;12616,5900;1,6;113;Бензин
0;0;613300;8347,0900;1,6;82;Бензин
39665;24647;705000;9595,1400;1,6;82;Бензин
0;0;897000;12208,2800;1,6;113;Бензин
52190;32429;700000;9527,0900;1,6;102;Бензин
57000;35418;420000;5716,2500;1,4;75;Бензин
0;0;887000;12072,1800;1,6;82;Бензин
0;0;599300;8156,5500;1,6;82;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
0;0;692300;9422,2900;1,6;102;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
0;0;999000;13596,5200;1,6;113;Бензин
67000;41632;520000;7077,2700;1,6;102;Бензин
41800;25973;668000;9091,5600;1,6;82;Бензин
19500;12117;690000;9390,9900;1,6;102;Бензин
67000;41632;679000;9241,2800;1,6;102;Бензин
60000;37282;810000;11024,2000;1,6;113;Бензин
190481;118359;529000;7199,7600;1,6;82;Бензин
9143;5681;869000;11827,2000;1,6;113;Бензин
83752;52041;499000;6791,4500;1,6;103;Бензин
0;0;789000;10738,3900;1,6;82;Бензин
0;0;859000;11691,1000;1,6;82;Бензин
76000;47224;527000;7172,5400;1,6;82;Бензин
0;0;797000;10847,2700;1,6;113;Бензин
55200;34300;674000;9173,2300;1,6;82;Бензин
30622;19028;635000;8642,4300;1,6;82;Бензин
0;0;927000;12616,5900;1,6;113;Бензин
0;0;833000;11337,2400;1,6;82;Бензин
40000;24855;700000;9527,0900;1,6;82;Бензин
69312;43068;629000;8560,7700;1,6;82;Бензин
82000;50952;527000;7172,5400;1,6;103;Бензин
0;0;959000;13052,1100;1,6;113;Бензин
0;0;817000;11119,4700;1,6;113;Бензин
11750;7301;736000;10017,0500;1,6;82;Бензин
36000;22369;750000;10207,6000;1,6;113;Бензин
134217;83399;439000;5974,8500;1,6;103;Бензин
148947;92551;549000;7471,9600;1,6;102;Бензин
141500;87924;429000;5838,7400;1,6;103;Бензин
150000;93206;350000;4763,5400;1,4;75;Бензин
100965;62737;660000;8982,6800;1,6;82;Бензин
26000;16156;560000;7621,6700;1,6;84;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
32900;20443;850000;11568,6100;1,6;102;Бензин
130000;80778;331000;4504,9500;1,4;75;Бензин
43001;26720;725000;9867,3400;1,6;113;Бензин
130000;80778;365000;4967,7000;1,4;75;Бензин
99000;61516;365000;4967,7000;1,4;75;Бензин
4000;2485;819000;11146,6900;1,6;113;Бензин
19700;12241;729000;9921,7800;1,6;102;Бензин
129000;80157;399000;5430,4400;1,2;75;Бензин
155000;96313;381000;5185,4600;1,6;103;Бензин
45300;28148;668000;9091,5600;1,6;82;Бензин
0;0;893200;12156,5700;1,6;113;Бензин
114090;70892;605000;8234,1300;1,6;102;Бензин
0;0;931000;12671,0300;1,6;102;Бензин
0;0;880000;11976,9100;1,6;82;Бензин
66654;41417;499999;6805,0500;1,6;82;Бензин
27000;16777;879000;11963,3000;1,6;102;Бензин
119204;74070;589000;8016,3600;1,6;82;Бензин
91387;56785;700000;9527,0900;1,6;82;Бензин
91762;57018;609000;8288,5700;1,6;113;Бензин
15275;9491;669000;9105,1700;1,6;82;Бензин
45000;27962;691000;9404,6000;1,6;82;Бензин
48000;29826;525000;7145,3200;1,6;82;Бензин
16000;9942;759000;10330,0900;1,6;102;Бензин
35000;21748;850000;11568,6100;1,6;82;Бензин
80440;49983;485000;6600,9100;1,6;84;Бензин
46909;29148;809000;11010,5900;1,6;82;Бензин
122000;75807;389000;5294,3400;1,6;84;Бензин
26395;16401;777000;10575,0700;1,6;113;Бензин
146073;90766;449000;6110,9500;1,6;84;Бензин
79348;49305;625000;8506,3300;1,6;82;Бензин
130000;80778;550000;7485,5700;1,6;102;Бензин
0;0;983000;13378,7500;1,6;113;Бензин
30163;18742;795000;10820,0500;1,6;113;Бензин
98000;60894;515000;7009,2200;1,6;84;Бензин
64000;39768;549000;7471,9600;1,6;103;Бензин
30000;18641;850000;11568,6100;1,6;102;Бензин
0;0;910800;12396,1000;1,6;102;Бензин
35100;21810;575000;7825,8200;1,6;82;Бензин
68490;42558;599000;8152,4700;1,6;102;Бензин
83710;52015;630000;8574,3800;1,6;102;Бензин
17579;10923;885000;12044,9600;1,6;102;Бензин
75181;46715;429000;5838,7400;1,6;103;Бензин
5345;3321;949000;12916,0100;1,6;113;Бензин
0;0;867000;11799,9800;1,6;82;Бензин
157399;97803;439000;5974,8500;1,2;75;Бензин
61000;37904;570000;7757,7700;1,6;82;Бензин
0;0;867000;11799,9800;1,6;82;Бензин
64000;39768;590000;8029,9700;1,6;82;Бензин
0;0;814563;11086,3100;1,6;113;Бензин
0;0;907000;12344,3900;1,6;113;Бензин
100000;62137;429000;5838,7400;1,6;103;Бензин
104680;65045;535000;7281,4200;1,6;84;Бензин
31382;19500;749875;10205,8900;1,6;113;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
0;0;867000;11799,9800;1,6;82;Бензин
5197;3229;830000;11296,4100;1,6;82;Бензин
190000;118060;325000;4423,2900;1,6;84;Бензин
98000;60894;600000;8166,0800;1,6;82;Бензин
185000;114954;350000;4763,5400;1,4;75;Бензин
80000;49710;650000;8846,5800;1,6;102;Бензин
43865;27256;700000;9527,0900;1,6;102;Бензин
75097;46663;659000;8969,0700;1,6;113;Бензин
0;0;779703;10611,8600;1,6;82;Бензин
0;0;739400;10063,3300;1,6;82;Бензин
56000;34797;615000;8370,2300;1,6;102;Бензин
0;0;722300;9830,5900;1,6;82;Бензин
0;0;869758;11837,5200;1,6;113;Бензин
7693;4780;840000;11432,5100;1,6;113;Бензин
0;0;831558;11317,6100;1,6;82;Бензин
0;0;731300;9953,0900;1,6;82;Бензин
93607;58165;399000;5430,4400;1,6;84;Бензин
36420;22630;900000;12249,1100;1,6;113;Бензин
0;0;775400;10553,2900;1,6;113;Бензин
0;0;818303;11137,2100;1,6;113;Бензин
37000;22991;750000;10207,6000;1,6;82;Бензин
199600;124026;325000;4423,2900;1,6;84;Бензин
0;0;993000;13514,8600;1,6;113;Бензин
138000;85749;450000;6124,5600;1,6;84;Бензин
0;0;794300;10810,5200;1,6;102;Бензин
0;0;834300;11354,9300;1,6;102;Бензин
0;0;825300;11232,4400;1,6;102;Бензин
627;390;920000;12521,3200;1,6;113;Бензин
370000;229907;350000;4763,5400;1,4;75;Бензин
82500;51263;449000;6110,9500;1,6;84;Бензин
0;0;766613;10433,7000;1,6;82;Бензин
137000;85128;390000;5307,9500;1,6;103;Бензин
63241;39296;489000;6655,3500;1,6;84;Бензин
23000;14292;519000;7063,6600;1,6;82;Бензин
90684;56348;429000;5838,7400;1,6;103;Бензин
100317;62334;690000;9390,9900;1,6;102;Бензин
41448;25755;679990;9254,7500;1,6;82;Бензин
82000;50952;719000;9785,6800;1,6;82;Бензин
40301;25042;780000;10615,9000;1,6;102;Бензин
10479;6511;755000;10275,6500;1,6;82;Бензин
0;0;719000;9785,6800;1,6;82;Бензин
103300;64188;515000;7009,2200;1,6;84;Бензин
191966;119282;270000;3674,7300;1,4;75;Бензин
41000;25476;720000;9799,2900;1,6;113;Бензин
0;0;769000;10466,1900;1,6;113;Бензин
56000;34797;759900;10342,3400;1,6;82;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
165177;102636;430000;5852,3500;1,4;75;Бензин
164170;102010;485000;6600,9100;1,6;103;Бензин
7729;4803;828000;11269,1900;1,6;113;Бензин
50173;31176;858500;11684,2900;1,6;113;Бензин
0;0;789000;10738,3900;1,6;102;Бензин
0;0;789000;10738,3900;1,6;102;Бензин
0;0;795000;10820,0500;1,6;82;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
45647;28364;680000;9254,8900;1,6;82;Бензин
72400;44987;700000;9527,0900;1,6;82;Бензин
105000;65244;520000;7077,2700;1,6;103;Бензин
36778;22853;759000;10330,0900;1,6;102;Бензин
34000;21127;625000;8506,3300;1,6;103;Бензин
96991;60267;575000;7825,8200;1,6;82;Бензин
140000;86992;355000;4831,6000;1,4;75;Бензин
73500;45671;628000;8547,1600;1,6;82;Бензин
217000;134838;190000;2585,9200;1,4;75;Бензин
152265;94613;310000;4219,1400;1,6;103;Бензин
72000;44739;435000;5920,4100;1,6;84;Бензин
84097;52255;499900;6803,7000;1,6;84;Бензин
65000;40389;696000;9472,6500;1,6;113;Бензин
40000;24855;790000;10752,0000;1,6;102;Бензин
11408;7089;899000;12235,5000;1,6;102;Бензин
0;0;916000;12466,8800;1,6;113;Бензин
25199;15658;809000;11010,5900;1,6;102;Бензин
49423;30710;775000;10547,8500;1,6;113;Бензин
72590;45105;655000;8914,6300;1,6;82;Бензин
40;25;922000;12548,5400;1,6;82;Бензин
0;0;808013;10997,1600;1,6;113;Бензин
81800;50828;625000;8506,3300;1,6;82;Бензин
49905;31010;724000;9853,7300;1,6;102;Бензин
78735;48924;549000;7471,9600;1,6;82;Бензин
128169;79640;359000;4886,0400;1,6;84;Бензин
97137;60358;559000;7608,0600;1,6;102;Бензин
66508;41326;780000;10615,9000;1,6;113;Бензин
251566;156316;429000;5838,7400;1,6;84;Бензин
59;37;922000;12548,5400;1,6;82;Бензин
142000;88235;429000;5838,7400;1,6;84;Бензин
115000;71458;550000;7485,5700;1,6;82;Бензин
170000;105633;280000;3810,8400;1,6;84;Бензин
40;25;886000;12058,5700;1,6;113;Бензин
0;0;861500;11725,1200;1,6;102;Бензин
0;0;900500;12255,9200;1,6;113;Бензин
53852;33462;780000;10615,9000;1,6;102;Бензин
121000;75186;669000;9105,1700;1,6;102;Бензин
123882;76977;420000;5716,2500;1,6;84;Бензин
0;0;783000;10656,7300;1,6;113;Бензин
118000;73322;440000;5988,4600;1,6;84;Бензин
216000;134216;255000;3470,5800;1,6;103;Бензин
120000;74565;430000;5852,3500;1,4;75;Бензин
185000;114954;310000;4219,1400;1,4;75;Бензин
138714;86193;528000;7186,1500;1,6;84;Бензин
53400;33181;430000;5852,3500;1,4;75;Бензин
51000;31690;765000;10411,7500;1,6;102;Бензин
121305;75375;329000;4477,7300;1,4;75;Бензин
99000;61516;320000;4355,2400;1,6;84;Бензин
87161;54159;275200;3745,5100;1,6;84;Бензин
58073;36085;785503;10690,8000;1,6;113;Бензин
10000;6214;760000;10343,7000;1,6;82;Бензин
25186;15650;799000;10874,4900;1,6;82;Бензин
135000;83885;545000;7417,5200;1,6;102;Бензин
58976;36646;535000;7281,4200;1,6;113;Бензин
0;0;729300;9925,8700;1,6;113;Бензин
2010;1249;860000;11704,7100;1,6;82;Бензин
0;0;899500;12242,3100;1,6;113;Бензин
220920;137273;335000;4559,3900;1,4;75;Бензин
159113;98868;309000;4205,5300;1,4;75;Бензин
0;0;729000;9921,7800;1,6;82;Бензин
208747;129709;375000;5103,8000;1,6;84;Бензин
130820;81288;350000;4763,5400;1,6;103;Бензин
0;0;729000;9921,7800;1,6;82;Бензин
124000;77050;640000;8710,4800;1,6;82;Бензин
20500;12738;550000;7485,5700;1,6;113;Бензин
35000;21748;790000;10752,0000;1,6;82;Бензин
106000;65865;335000;4559,3900;1,6;84;Бензин
48218;29961;849000;11555,0000;1,6;102;Бензин
73600;45733;650000;8846,5800;1,6;82;Бензин
49000;30447;670000;9118,7900;1,6;102;Бензин
39867;24772;679000;9241,2800;1,6;82;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
93000;57788;439000;5974,8500;1,6;84;Бензин
0;0;940000;12793,5200;1,6;102;Бензин
53842;33456;720000;9799,2900;1,6;113;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
40796;25349;749000;10193,9900;1,6;102;Бензин
56519;35119;539000;7335,8600;1,6;82;Бензин
97696;60705;369000;5022,1400;1,4;75;Бензин
62540;38861;699000;9513,4800;1,6;113;Бензин
5324;3308;899000;12235,5000;1,6;113;Бензин
21029;13067;799000;10874,4900;1,6;113;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
46809;29086;799000;10874,4900;1,6;102;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;941000;12807,1300;1,6;102;Бензин
10;6;749000;10193,9900;1,6;102;Бензин
0;0;941000;12807,1300;1,6;102;Бензин
0;0;941000;12807,1300;1,6;102;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;932500;12691,4400;1,6;102;Бензин
75611;46982;490000;6668,9600;1,6;102;Бензин
94055;58443;465000;6328,7100;1,6;84;Бензин
49000;30447;575000;7825,8200;1,6;82;Бензин
50000;31069;640000;8710,4800;1,6;82;Бензин
0;0;730735;9945,4000;1,6;113;Бензин
100000;62137;580000;7893,8700;1,6;82;Бензин
0;0;765800;10422,6400;1,6;113;Бензин
0;0;731200;9951,7200;1,6;82;Бензин
0;0;730735;9945,4000;1,6;113;Бензин
83541;51910;350000;4763,5400;1,6;84;Бензин
93000;57788;739000;10057,8800;1,6;113;Бензин
0;0;731200;9951,7200;1,6;82;Бензин
190000;118060;470000;6396,7600;1,6;103;Бензин
0;0;941000;12807,1300;1,6;102;Бензин
0;0;811645;11046,5900;1,6;113;Бензин
0;0;757150;10304,9100;1,6;113;Бензин
187000;116196;400000;5444,0500;1,6;84;Бензин
0;0;765800;10422,6400;1,6;113;Бензин
0;0;722550;9834,0000;1,6;82;Бензин
0;0;805990;10969,6300;1,6;113;Бензин
0;0;762300;10375,0000;1,6;102;Бензин
0;0;732300;9966,7000;1,6;113;Бензин
0;0;765800;10422,6400;1,6;113;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
0;0;771300;10497,4900;1,6;102;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;731200;9951,7200;1,6;82;Бензин
0;0;812985;11064,8300;1,6;113;Бензин
0;0;659600;8977,2400;1,6;82;Бензин
0;0;685755;9333,2100;1,6;82;Бензин
0;0;816000;11105,8600;1,6;113;Бензин
0;0;833100;11338,6000;1,6;113;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
135135;83969;394000;5362,3900;1,6;84;Бензин
0;0;650600;8854,7500;1,6;82;Бензин
0;0;741300;10089,1900;1,6;113;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
0;0;755300;10279,7300;1,6;102;Бензин
0;0;790300;10756,0800;1,6;113;Бензин
0;0;755300;10279,7300;1,6;102;Бензин
0;0;820295;11164,3200;1,6;113;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
16000;9942;799999;10888,0900;1,6;82;Бензин
0;0;633380;8620,3800;1,6;82;Бензин
0;0;765800;10422,6400;1,6;113;Бензин
2500;1553;950000;12929,6200;1,6;102;Бензин
0;0;615600;8378,3900;1,6;82;Бензин
0;0;1013000;13787,0600;1,6;102;Бензин
0;0;652300;8877,8900;1,6;113;Бензин
0;0;692300;9422,2900;1,6;102;Бензин
0;0;730735;9945,4000;1,6;113;Бензин
0;0;731200;9951,7200;1,6;82;Бензин
0;0;730735;9945,4000;1,6;113;Бензин
0;0;726400;9886,4000;1,6;82;Бензин
0;0;734600;9998,0000;1,6;102;Бензин
0;0;831100;11311,3800;1,6;113;Бензин
0;0;736400;10022,5000;1,6;82;Бензин
151800;94324;315000;4287,1900;1,4;75;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
0;0;731200;9951,7200;1,6;82;Бензин
0;0;720600;9807,4600;1,6;102;Бензин
54000;33554;690000;9390,9900;1,6;82;Бензин
14000;8699;745000;10139,5400;1,6;113;Бензин
0;0;725300;9871,4300;1,6;113;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;792400;10784,6600;1,6;113;Бензин
187653;116602;372502;5069,8000;1,6;84;Бензин
0;0;685300;9327,0200;1,6;82;Бензин
203456;126422;360802;4910,5600;1,4;75;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
0;0;729600;9929,9500;1,6;102;Бензин
3960;2461;835000;11364,4600;1,6;102;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
122000;75807;375000;5103,8000;1,6;103;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
53500;33243;650000;8846,5800;1,6;102;Бензин
0;0;813000;11065,0300;1,6;113;Бензин
31500;19573;856000;11650,2700;1,6;102;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;692300;9422,2900;1,6;102;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
0;0;720600;9807,4600;1,6;102;Бензин
0;0;816000;11105,8600;1,6;113;Бензин
0;0;741300;10089,1900;1,6;113;Бензин
0;0;680300;9258,9700;1,6;102;Бензин
0;0;766400;10430,8000;1,6;113;Бензин
0;0;669600;9113,3400;1,6;82;Бензин
0;0;771300;10497,4900;1,6;102;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
0;0;660600;8990,8500;1,6;82;Бензин
0;0;709600;9657,7500;1,6;113;Бензин
0;0;599300;8156,5500;1,6;82;Бензин
0;0;658300;8959,5500;1,6;113;Бензин
230556;143261;382502;5205,9000;1,6;84;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;669600;9113,3400;1,6;82;Бензин
0;0;822400;11192,9700;1,6;102;Бензин
0;0;755300;10279,7300;1,6;102;Бензин
0;0;730600;9943,5600;1,6;102;Бензин
0;0;776400;10566,9000;1,6;113;Бензин
0;0;776400;10566,9000;1,6;113;Бензин
0;0;738300;10048,3600;1,6;113;Бензин
0;0;668300;9095,6500;1,6;102;Бензин
0;0;771300;10497,4900;1,6;102;Бензин
0;0;669600;9113,3400;1,6;82;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;718300;9776,1500;1,6;102;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;747200;10169,4900;1,6;113;Бензин
0;0;790300;10756,0800;1,6;113;Бензин
0;0;583300;7938,7900;1,6;82;Бензин
4388;2727;730000;9935,3900;1,6;82;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;736400;10022,5000;1,6;82;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
0;0;570600;7765,9400;1,6;82;Бензин
0;0;683300;9299,8000;1,6;102;Бензин
159888;99350;340000;4627,4400;1,6;84;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;806400;10975,2100;1,6;102;Бензин
0;0;658300;8959,5500;1,6;113;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;649300;8837,0600;1,6;113;Бензин
0;0;703300;9572,0000;1,6;102;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;766200;10428,0800;1,6;113;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;725300;9871,4300;1,6;113;Бензин
0;0;725300;9871,4300;1,6;113;Бензин
0;0;662300;9013,9900;1,6;113;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;778300;10592,7600;1,6;102;Бензин
0;0;579300;7884,3500;1,6;113;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
0;0;732300;9966,7000;1,6;113;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;739600;10066,0500;1,6;102;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
0;0;669600;9113,3400;1,6;82;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;664600;9045,2900;1,6;82;Бензин
0;0;631445;8594,0500;1,6;82;Бензин
0;0;639300;8700,9500;1,6;113;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
0;0;679300;9245,3600;1,6;102;Бензин
0;0;659600;8977,2400;1,6;82;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
0;0;609300;8292,6500;1,6;82;Бензин
0;0;669300;9109,2600;1,6;102;Бензин
0;0;700600;9535,2500;1,6;113;Бензин
0;0;690600;9399,1500;1,6;113;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
0;0;683300;9299,8000;1,6;102;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
0;0;618300;8415,1400;1,6;82;Бензин
0;0;599300;8156,5500;1,6;82;Бензин
0;0;745300;10143,6300;1,6;102;Бензин
0;0;683300;9299,8000;1,6;102;Бензин
0;0;701300;9544,7800;1,6;82;Бензин
0;0;688300;9367,8500;1,6;102;Бензин
21000;13049;800000;10888,1000;1,6;113;Бензин
0;0;806148;10971,7800;1,6;113;Бензин
0;0;766300;10429,4400;1,6;113;Бензин
0;0;884718;12041,1200;1,6;113;Бензин
89000;55302;390000;5307,9500;1,6;103;Бензин
73000;45360;595000;8098,0300;1,6;82;Бензин
110000;68351;469000;6383,1500;1,4;75;Бензин
88000;54681;682000;9282,1100;1,6;113;Бензин
0;0;897000;12208,2800;1,6;113;Бензин
0;0;937000;12752,6900;1,6;102;Бензин
31350;19480;725000;9867,3400;1,6;82;Бензин
0;0;830000;11296,4100;1,6;102;Бензин
0;0;741000;10085,1000;1,6;82;Бензин
0;0;830000;11296,4100;1,6;102;Бензин
0;0;943000;12834,3500;1,6;82;Бензин
0;0;937000;12752,6900;1,6;102;Бензин
0;0;830000;11296,4100;1,6;102;Бензин
2600;1616;849000;11555,0000;1,6;102;Бензин
101000;62758;375000;5103,8000;1,6;84;Бензин
175000;108740;319000;4341,6300;1,4;75;Бензин
0;0;970000;13201,8200;1,6;102;Бензин
0;0;800000;10888,1000;1,6;113;Бензин
9;6;930000;12657,4200;1,6;113;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;791000;10765,6100;1,6;113;Бензин
95500;59341;449000;6110,9500;1,6;103;Бензин
61000;37904;800000;10888,1000;1,6;102;Бензин
0;0;707000;9622,3600;1,6;113;Бензин
0;0;1019000;13868,7200;1,6;102;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;676000;9200,4500;1,6;82;Бензин
96635;60046;365000;4967,7000;1,4;75;Бензин
0;0;937000;12752,6900;1,6;102;Бензин
0;0;646000;8792,1400;1,6;82;Бензин
75411;46858;469000;6383,1500;1,6;84;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;808000;10996,9800;1,6;102;Бензин
0;0;738000;10044,2700;1,6;82;Бензин
0;0;686000;9336,5500;1,6;82;Бензин
0;0;742000;10098,7100;1,6;82;Бензин
0;0;870000;11840,8100;1,6;113;Бензин
0;0;787000;10711,1700;1,6;113;Бензин
66412;41266;490000;6668,9600;1,6;84;Бензин
0;0;821000;11173,9100;1,6;102;Бензин
73191;45479;540100;7350,8300;1,6;103;Бензин
0;0;778000;10588,6800;1,6;113;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
35331;21954;464000;6315,1000;1,6;84;Бензин
0;0;821000;11173,9100;1,6;102;Бензин
0;0;680000;9254,8900;1,6;102;Бензин
0;0;802000;10915,3200;1,6;102;Бензин
0;0;728000;9908,1700;1,6;82;Бензин
0;0;741000;10085,1000;1,6;82;Бензин
0;0;637000;8669,6500;1,6;82;Бензин
0;0;646000;8792,1400;1,6;82;Бензин
0;0;782000;10643,1200;1,6;113;Бензин
92800;57663;485000;6600,9100;1,6;84;Бензин
0;0;707000;9622,3600;1,6;113;Бензин
0;0;728000;9908,1700;1,6;82;Бензин
0;0;781000;10629,5100;1,6;113;Бензин
0;0;690000;9390,9900;1,6;113;Бензин
0;0;585000;7961,9200;1,6;82;Бензин
0;0;742000;10098,7100;1,6;82;Бензин
0;0;799000;10874,4900;1,6;102;Бензин
0;0;751000;10221,2100;1,6;82;Бензин
0;0;751000;10221,2100;1,6;82;Бензин
0;0;742000;10098,7100;1,6;82;Бензин
0;0;854000;11623,0500;1,6;113;Бензин
0;0;870000;11840,8100;1,6;113;Бензин
0;0;742000;10098,7100;1,6;82;Бензин
0;0;791000;10765,6100;1,6;113;Бензин
0;0;738000;10044,2700;1,6;82;Бензин
50551;31411;815000;11092,2500;1,6;113;Бензин
0;0;686000;9336,5500;1,6;113;Бензин
210000;130488;430000;5852,3500;1,6;103;Бензин
57381;35655;499000;6791,4500;1,6;102;Бензин
80000;49710;349000;4749,9300;1,4;75;Бензин
89000;55302;548000;7458,3500;1,6;82;Бензин
90000;55923;585000;7961,9200;1,6;113;Бензин
36231;22513;690000;9390,9900;1,6;82;Бензин
0;0;968000;13174,6000;1,6;102;Бензин
0;0;968000;13174,6000;1,6;102;Бензин
0;0;997556;13576,8600;1,6;102;Бензин
0;0;950000;12929,6200;1,6;102;Бензин
0;0;979000;13324,3100;1,6;113;Бензин
0;0;880000;11976,9100;1,6;82;Бензин
0;0;1036000;14100,0900;1,6;102;Бензин
0;0;999000;13596,5200;1,6;113;Бензин
42000;26098;600000;8166,0800;1,6;113;Бензин
0;0;1069000;14549,2300;1,6;113;Бензин
0;0;910000;12385,2200;1,6;113;Бензин
0;0;871000;11854,4200;1,6;82;Бензин
0;0;880000;11976,9100;1,6;82;Бензин
0;0;876000;11922,4700;1,6;82;Бензин
0;0;1040000;14154,5300;1,6;113;Бензин
0;0;1003000;13650,9600;1,6;102;Бензин
111500;69283;459000;6247,0500;1,6;84;Бензин
20000;12427;760000;10343,7000;1,6;82;Бензин
48500;30136;660000;8982,6800;1,6;102;Бензин
0;0;956000;13011,2800;1,6;102;Бензин
0;0;920000;12521,3200;1,6;113;Бензин
0;0;901000;12262,7200;1,6;113;Бензин
0;0;712000;9690,4100;1,6;82;Бензин
0;0;940000;12793,5200;1,6;102;Бензин
0;0;701300;9544,7800;1,6;82;Бензин
0;0;1029000;14004,8200;1,6;102;Бензин
0;0;933000;12698,2500;1,6;82;Бензин
0;0;911000;12398,8300;1,6;113;Бензин
43450;26999;510000;6941,1600;1,6;84;Бензин
0;0;836017;11378,3000;1,6;102;Бензин
0;0;1062000;14453,9500;1,6;113;Бензин
0;0;857000;11663,8800;1,6;82;Бензин
0;0;985772;13416,4800;1,6;102;Бензин
0;0;912000;12412,4400;1,6;102;Бензин
